prospect_no,loan_disb_date,asset_cost,disb_amt,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,ltv,target,random
12070,10-11-2015,1129992,903994,225998,12,51,0,22,1,1,3,6,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,240,7,80,0,0.714058583
12071,20-09-2015,900628,693484,207144,16,44,0,5,1,3,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,44,108,19,77,0,0.339819403
12072,22-01-2015,1633818,849585,784233,20,40,1,6,1,3,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,37,72,77,52,0,0.690615483
12073,03-07-2015,1089768,555782,533986,13,43,1,,1,3,1,3,direct,,Male,Individual,Middle Class,Apartment,Owned,2,56,60,45,51,0,0.005993284
12074,25-04-2015,942951,594059,348892,10,49,0,14,0,4,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,34,132,30,63,0,0.26607794
12075,07-07-2015,631160,340826,290334,16,43,0,14,0,2,1,1,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,144,61,54,0,0.616974145
12076,01-07-2015,649569,402733,246836,12,42,0,2,0,1,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,43,96,39,62,0,0.400714699
12077,11-06-2015,1305769,1201307,104462,16,48,0,20,1,1,1,7,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,41,240,24,92,0,0.459695922
12078,26-06-2015,863268,414369,448899,14,48,0,18,0,0,1,2,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,39,180,52,48,0,0.764015632
12079,12-08-2015,1205708,723425,482283,11,50,0,30,0,4,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,96,33,60,0,0.568450861
12080,20-08-2015,813203,455394,357809,18,27,0,30,1,2,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,32,216,180,56,0,0.060221627
12081,07-09-2015,394716,221041,173675,18,37,0,5,0,1,1,0,direct,,Male,Individual,Middle Class,Apartment,Rented,2,65,228,69,56,0,0.002226937
12082,27-08-2015,993700,745275,248425,10,48,0,17,1,3,1,3,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,45,204,29,75,0,0.161446762
12083,02-03-2015,1355062,799487,555575,13,45,0,38,1,7,2,4,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,44,156,46,59,0,0.649180309
12084,21-10-2015,1236157,815864,420293,18,45,0,22,0,4,3,5,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,44,180,24,66,0,0.920288957
12085,01-05-2015,1279018,575558,703460,19,32,1,58,1,3,1,0,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,36,84,10,45,0,0.527206936
12086,08-05-2015,1357777,909711,448066,19,44,0,28,0,2,3,6,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,31,228,26,67,0,0.230847988
12087,16-12-2015,1377321,853939,523382,18,41,0,60,1,1,1,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,96,39,62,0,0.20949337
12088,12-05-2015,1199582,719749,479833,15,47,0,15,0,1,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,96,23,60,0,0.948814645
12089,18-09-2015,1058632,688111,370521,17,42,1,41,0,1,1,2,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,44,84,66,65,0,0.308676639
12090,03-02-2015,1220686,1123031,97655,15,46,0,16,0,0,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,47,144,23,92,0,0.785792105
12091,03-05-2015,1402605,575068,827537,19,24,1,65,1,1,1,0,channel,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,40,60,16,41,0,0.942386206
12092,11-11-2015,1062295,764852,297443,14,47,0,8,0,0,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,120,19,72,0,0.427148449
12093,08-09-2015,1619265,1149678,469587,20,25,0,41,0,1,1,0,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,54,240,10,71,0,0.998029947
12094,11-10-2015,1812415,942456,869959,20,36,0,59,1,1,1,9,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,43,132,78,52,0,0.321632873
12095,26-08-2015,960105,720079,240026,10,46,0,15,0,2,1,3,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,62,204,29,75,0,0.685175759
12096,25-07-2015,1000580,920534,80046,17,45,0,10,1,3,2,4,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,45,240,20,92,1,0.178887258
12097,31-10-2015,603752,392439,211313,18,20,0,18,0,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,144,82,65,0,0.541055905
12098,18-01-2015,1002261,771741,230520,12,53,0,0,0,4,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,120,6,77,0,0.464153576
12099,09-08-2015,754450,505482,248968,12,43,0,7,0,2,1,2,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,41,192,39,67,0,0.107163453
12100,27-11-2015,1469781,1308105,161676,12,48,0,46,0,3,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,168,35,89,0,0.077364596
12101,01-12-2015,1046874,764218,282656,12,50,0,2,0,0,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,240,3,73,0,0.955162238
12102,17-11-2015,659828,310119,349709,18,26,0,21,1,2,1,0,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,35,96,12,47,1,0.404447379
12103,27-09-2015,826118,355231,470887,10,47,0,7,1,2,1,2,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,31,132,28,43,0,0.4356348
12104,15-05-2015,1264184,922854,341330,15,46,0,38,0,0,2,3,direct,,Male,Individual,Middle Class,Apartment,Owned,2,45,120,56,73,0,0.0162996
12105,01-11-2015,689135,399698,289437,14,46,1,9,0,0,1,1,channel,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,53,84,48,58,0,0.631427728
12106,09-06-2015,1054837,886063,168774,17,44,0,13,1,2,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,26,240,82,84,0,0.131064504
12107,23-07-2015,955119,754544,200575,19,26,0,38,0,2,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,52,180,17,79,0,0.514113425
12108,31-08-2015,1313854,643788,670066,16,47,1,21,0,1,4,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,29,216,24,49,0,0.132904978
12109,10-12-2015,1359440,883636,475804,15,48,0,43,1,1,2,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,58,84,56,65,0,0.621821482
12110,12-10-2015,1425032,969022,456010,16,49,0,27,0,2,4,8,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,240,26,68,0,0.553156247
12111,22-04-2015,1141491,878948,262543,10,58,0,2,0,2,3,8,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,49,120,11,77,0,0.467779145
12112,30-10-2015,380449,285337,95112,18,35,0,4,0,3,1,0,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,31,144,79,75,0,0.316552409
12113,27-08-2015,915725,503649,412076,17,42,0,32,1,1,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,44,96,63,55,0,0.754176009
12114,30-05-2015,1458043,1035211,422832,16,46,0,6,1,0,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,46,240,28,71,0,0.933631783
12115,11-07-2015,1037577,466910,570667,17,41,1,39,1,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,84,65,45,0,0.513297258
12116,12-08-2015,1253146,952391,300755,15,46,0,18,0,0,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,156,23,76,0,0.144452079
12117,20-08-2015,1486651,951457,535194,20,44,0,35,0,3,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,168,30,64,0,0.832873959
12118,19-05-2015,1045101,574806,470295,15,49,0,27,0,1,1,2,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,59,156,54,55,0,0.109277971
12119,14-03-2015,1560320,811366,748954,20,36,0,1,0,1,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,144,78,52,0,0.325190861
12120,20-07-2015,1120206,1008185,112021,12,53,0,6,1,3,3,6,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,46,96,9,90,0,0.753743777
12121,21-08-2015,636488,572839,63649,18,37,0,18,0,1,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,41,240,72,90,0,0.738892339
12122,22-08-2015,505477,444820,60657,16,43,1,6,0,1,1,1,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,49,72,58,88,0,0.485477965
12123,21-08-2015,1434468,1276677,157791,19,45,0,4,0,4,3,6,channel,Married,Male,Individual,Below Avg,Villa,Company Provided,2,46,228,28,89,0,0.430328565
12124,15-02-2015,1428998,785949,643049,14,42,0,42,1,1,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,63,55,0,0.724498742
12125,18-04-2015,1235194,1111675,123519,12,58,0,7,0,2,4,15,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,58,180,29,90,0,0.313081074
12126,11-02-2015,1616507,792088,824419,16,47,0,56,1,0,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,156,59,49,0,0.501226057
12127,23-11-2015,610965,500991,109974,16,42,0,13,1,1,1,1,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,46,96,61,82,0,0.182342237
12128,11-12-2015,691009,614998,76011,16,41,0,18,0,1,1,1,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,34,132,57,89,0,0.227126862
12129,27-12-2015,1602952,1009860,593092,14,45,0,50,1,6,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,180,51,63,0,0.256738044
12130,26-10-2015,1029820,607594,422226,19,39,0,39,0,2,1,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,240,74,59,0,0.857939112
12131,30-05-2015,1184966,521385,663581,19,22,0,52,0,1,1,0,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,34,96,13,44,0,0.848514127
12132,03-12-2015,1281670,551118,730552,12,60,0,9,1,3,1,19,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,43,240,46,43,0,0.060205391
12133,14-06-2015,1266395,1177747,88648,13,51,0,13,0,2,1,8,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,33,240,14,93,0,0.640173402
12134,26-09-2015,745610,357893,387717,14,47,0,12,0,0,1,1,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,192,52,48,0,0.753156124
12135,14-01-2015,1380238,869550,510688,16,49,0,24,1,3,4,7,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,66,144,27,63,0,0.311120202
12136,06-12-2015,1371459,795446,576013,13,45,0,39,0,7,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,47,84,46,58,0,0.906564934
12137,18-12-2015,1493694,1015712,477982,18,41,0,28,0,1,1,3,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,31,120,68,68,0,0.455419621
12138,25-06-2015,1713476,925277,788199,10,47,0,59,0,3,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,180,14,54,1,0.419621775
12139,10-01-2015,1105746,729792,375954,17,43,0,15,1,1,2,4,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,45,132,23,66,0,0.671821424
12140,13-01-2015,1301442,845937,455505,19,44,0,25,1,3,3,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,31,180,25,65,0,0.769427729
12141,03-06-2015,1216036,693141,522895,13,44,1,31,1,4,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,60,44,57,0,0.469064302
12142,19-12-2015,1100220,1023205,77015,10,60,0,0,0,3,3,5,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,53,96,0,93,0,0.960383859
12143,09-08-2015,1630561,896809,733752,14,43,1,52,1,2,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,37,228,51,55,0,0.850173556
12144,29-05-2015,913851,466064,447787,12,45,1,15,1,7,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,60,42,51,0,0.993721213
12145,07-07-2015,1288026,644013,644013,13,44,0,34,0,5,2,4,direct,,Male,Individual,Middle Class,Apartment,Owned,2,32,96,44,50,0,0.020241721
12146,14-05-2015,922716,452131,470585,14,50,1,21,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,96,53,49,0,0.551048099
12147,20-06-2015,1567065,987251,579814,20,44,0,3,0,3,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,144,31,63,0,0.510668802
12148,03-06-2015,1052558,831521,221037,17,45,0,12,0,4,2,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,57,216,22,79,0,0.070473456
12149,03-07-2015,1329392,1143277,186115,14,55,0,17,1,5,1,9,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,240,15,86,0,0.928841544
12150,25-07-2015,329429,263543,65886,18,23,1,1,0,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,240,79,80,0,0.890551607
12151,24-10-2015,496943,228594,268349,16,44,0,6,1,2,1,1,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,168,52,46,0,0.164752863
12152,11-12-2015,1377579,1267373,110206,14,52,0,19,0,3,1,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,156,16,92,1,0.241348491
12153,16-03-2015,1334681,880889,453792,19,45,0,27,1,4,3,6,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,36,228,26,66,0,0.255436219
12154,01-05-2015,1185306,758596,426710,18,44,0,19,1,2,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,27,156,24,64,0,0.092360899
12155,26-06-2015,1592933,748679,844254,14,43,0,50,1,2,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,54,228,60,47,0,0.581340528
12156,27-08-2015,822833,501928,320905,12,42,1,11,1,0,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,108,39,61,0,0.642648404
12157,15-08-2015,1238412,520133,718279,18,44,0,22,1,2,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,40,216,25,42,0,0.185397345
12158,15-05-2015,1459049,933791,525258,18,42,1,65,1,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,156,68,64,0,0.124343668
12159,14-04-2015,1475798,1165880,309918,16,46,0,6,1,0,4,8,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,240,28,79,0,0.697563143
12160,19-09-2015,1138116,751157,386959,18,45,0,17,1,4,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,54,132,23,66,0,0.80665799
12161,14-12-2015,1566534,971251,595283,12,50,0,52,0,4,2,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,57,96,37,62,0,0.64661888
12162,22-04-2015,1319605,989704,329901,18,41,1,57,0,1,1,3,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,49,84,41,75,0,0.834119562
12163,07-02-2015,1213479,897974,315505,11,57,0,6,0,1,1,14,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,120,24,74,1,0.052302995
12164,24-03-2015,592897,260875,332022,16,42,0,12,0,1,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,132,61,44,0,0.713482515
12165,25-06-2015,1162824,965144,197680,13,53,0,8,1,4,4,6,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,34,144,13,83,0,0.73295359
12166,04-11-2015,1523518,883640,639878,14,44,1,46,0,5,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,72,46,58,0,0.697791271
12167,16-08-2015,1202281,757437,444844,18,43,0,20,1,2,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,144,24,63,1,0.387354249
12168,09-03-2015,1087694,848401,239293,11,48,1,23,0,3,1,3,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,96,31,78,0,0.336267612
12169,30-01-2015,1203124,769999,433125,11,58,0,5,0,2,4,13,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,156,17,64,0,0.131090732
12170,30-10-2015,969048,542667,426381,12,45,0,18,0,6,1,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,54,132,42,56,0,0.577383259
12171,11-06-2015,1690532,963603,726929,14,45,1,55,1,7,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,55,84,50,57,0,0.847733359
12172,14-10-2015,796519,493842,302677,12,44,0,9,1,4,1,2,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,35,96,39,62,0,0.273017457
12173,01-09-2015,996037,687266,308771,17,44,0,10,0,3,2,4,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,31,156,84,69,0,0.659861486
12174,15-08-2015,1114203,713090,401113,13,43,1,26,0,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,52,84,45,64,0,0.884034819
12175,29-08-2015,1400594,770327,630267,18,42,0,62,1,1,1,3,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,58,84,67,55,0,0.93642399
12176,19-07-2015,1222647,733588,489059,11,49,0,31,0,4,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,96,34,60,0,0.053710891
12177,08-05-2015,1006096,724389,281707,15,49,0,25,1,1,1,2,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,58,216,55,72,0,0.772875298
12178,03-08-2015,922557,636564,285993,14,47,0,21,1,0,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,108,53,69,0,0.125293688
12179,12-10-2015,805904,741432,64472,12,44,0,10,0,4,1,2,direct,,Female,Individual,Above Avg,Townhouses,Relatives,1,37,192,39,92,0,0.001566137
12180,16-10-2015,1111773,744888,366885,15,49,0,31,1,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,96,55,67,0,0.536389214
12181,23-09-2015,1597738,1006575,591163,12,47,0,54,1,2,2,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,144,37,63,0,0.207153943
12182,03-01-2015,736327,500702,235625,18,23,0,25,1,1,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,20,68,0,0.933663907
12183,28-03-2015,407837,350740,57097,18,40,0,5,0,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,60,35,86,0,0.245805406
12184,12-12-2015,1343174,779041,564133,13,43,1,37,1,3,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,59,84,46,58,0,0.468486195
12185,15-04-2015,967921,396848,571073,17,45,0,35,0,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,32,96,65,41,0,0.710381979
12186,10-08-2015,1138460,796922,341538,10,60,0,2,1,3,3,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,37,120,7,70,0,0.50732401
12187,23-05-2015,831699,756846,74853,14,50,0,16,0,1,1,1,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,58,132,53,91,0,0.084196817
12188,06-03-2015,1518961,1124031,394930,16,47,0,51,1,0,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,30,72,57,74,1,0.49496017
12189,06-08-2015,1297964,856656,441308,14,51,0,15,1,1,1,9,direct,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,31,120,15,66,0,0.670774986
12190,09-11-2015,1213259,776486,436773,11,59,0,8,1,2,4,14,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,156,25,64,0,0.340277556
12191,26-04-2015,1251466,838482,412984,15,49,0,18,1,3,1,6,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,43,240,14,67,1,0.773901656
12192,04-09-2015,986202,749514,236688,17,44,0,9,1,3,2,4,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,45,108,20,76,0,0.456031676
12193,29-05-2015,421109,214766,206343,18,26,0,7,0,2,1,0,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,35,144,79,51,0,0.42776159
12194,08-09-2015,509292,259739,249553,18,26,1,12,1,2,1,0,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,144,80,51,0,0.220665428
12195,28-11-2015,1184067,899891,284176,11,57,0,4,1,1,1,11,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,35,240,20,76,0,0.397780197
12196,18-02-2015,1389731,1000606,389125,19,28,0,64,1,2,1,0,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,180,15,72,0,0.975020631
12197,14-04-2015,1624110,1542905,81205,18,42,0,2,0,1,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,120,71,95,0,0.430360462
12198,06-01-2015,1238879,644217,594662,17,42,0,52,1,1,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,59,156,67,52,0,0.256754701
12199,07-10-2015,1030741,535985,494756,17,45,0,39,1,2,1,2,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,52,96,65,52,0,0.737100322
12200,09-04-2015,1274732,1096270,178462,12,56,1,9,0,1,4,18,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,84,43,86,0,0.601513983
12201,30-03-2015,1024840,594407,430433,13,43,1,21,1,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,84,41,58,0,0.160431156
12202,09-01-2015,1185160,711096,474064,11,58,0,4,1,2,4,11,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,96,86,60,0,0.778456511
12203,11-02-2015,1217333,791266,426067,18,45,0,21,0,3,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,144,24,65,0,0.382322841
12204,21-10-2015,1047167,575942,471225,14,49,1,7,0,3,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,96,20,55,0,0.672479152
12205,11-06-2015,1448501,1071891,376610,20,43,0,4,0,1,3,7,direct,,Male,Individual,Middle Class,Apartment,Owned,2,46,228,28,74,0,0.009935459
12206,04-02-2015,1124971,809979,314992,10,57,0,1,0,1,3,6,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,45,120,2,72,0,0.939830537
12207,16-01-2015,1394811,1004264,390547,14,54,0,20,1,5,4,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,34,156,16,72,0,0.468691099
12208,02-02-2015,1501987,1186570,315417,20,40,0,64,1,3,1,7,channel,,Male,Individual,Middle Class,Apartment,Owned,2,45,204,77,79,0,0.014631923
12209,11-01-2015,1046020,502090,543930,19,38,0,39,0,2,1,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,120,74,48,0,0.679324958
12210,08-03-2015,1404361,1025184,379177,19,39,0,59,0,3,1,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,40,144,75,73,1,0.634751588
12211,27-12-2015,1009143,756857,252286,12,53,0,0,1,3,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,240,19,75,0,0.114312003
12212,10-05-2015,1776997,888499,888498,14,43,1,59,1,2,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,84,50,50,0,0.737949334
12213,04-07-2015,1061312,541269,520043,19,40,1,40,1,3,1,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,53,84,74,51,0,0.072891405
